device_id,date,time,temperature,RH,PM2.5,lat,lon
08BEAC252CB2,2021-04-26,00:00:10,22.8,85.0,5.0,23.991824,121.6310366
08BEAC252C5E,2021-04-26,00:00:16,23.3,73.0,5.0,23.9876884,121.5916761
08BEAC252CB6,2021-04-26,00:00:21,24.6,82.0,4.0,23.9779385,121.616254
08BEAC252C2C,2021-04-26,00:00:23,24.3,83.0,15.0,22.6981367,120.6423581
08BEAC252830,2021-04-26,00:00:24,21.6,88.0,3.0,23.9357365,121.5785644
08BEAC2528D6,2021-04-26,00:00:53,24.5,68.0,4.0,25.040959,121.614368
08BEAC252A00,2021-04-26,00:01:34,22.6,100.0,7.0,24.751938,121.764489
08BEAC252C3A,2021-04-26,00:04:29,23.6,89.0,5.0,24.796093,121.790264
08BEAC252D02,2021-04-26,00:05:31,22.6,90.0,5.0,23.9714418,121.596043
08BEAC252CB2,2021-04-26,00:05:53,22.8,85.0,5.0,23.991824,121.6310366
08BEAC252C5E,2021-04-26,00:05:57,23.5,73.0,4.0,23.9876884,121.5916761
08BEAC252C2C,2021-04-26,00:06:03,24.5,83.0,17.0,22.6981367,120.6423581
08BEAC252CB6,2021-04-26,00:06:03,25.1,80.0,5.0,23.9779385,121.616254
08BEAC252830,2021-04-26,00:06:04,21.7,89.0,4.0,23.9357365,121.5785644
08BEAC2528D6,2021-04-26,00:06:33,24.6,68.0,4.0,25.040959,121.614368
08BEAC252A00,2021-04-26,00:07:13,22.6,100.0,5.0,24.751938,121.764489
08BEAC252CD8,2021-04-26,00:08:52,23.2,70.0,5.0,23.9927605,121.6069416
08BEAC245E94,2021-04-26,00:09:26,21.8,84.0,5.0,24.664668,121.74344
08BEAC252C3A,2021-04-26,00:10:00,23.7,89.0,6.0,24.796093,121.790264
08BEAC252D02,2021-04-26,00:11:29,22.8,85.0,5.0,23.9714418,121.596043
08BEAC252CB2,2021-04-26,00:11:33,23.0,85.0,6.0,23.991824,121.6310366
08BEAC252830,2021-04-26,00:11:44,21.8,89.0,4.0,23.9357365,121.5785644
08BEAC252C2C,2021-04-26,00:11:44,24.5,83.0,18.0,22.6981367,120.6423581
08BEAC252CB6,2021-04-26,00:11:44,25.3,79.0,5.0,23.9779385,121.616254
08BEAC2528D6,2021-04-26,00:12:14,24.7,68.0,4.0,25.040959,121.614368
08BEAC252CD8,2021-04-26,00:14:32,23.3,69.0,5.0,23.9927605,121.6069416
