device_id,date,time,temperature,RH,PM2.5,lat,lon
08BEAC252CE2,2024-12-08,00:02:31,22.3,81.0,6.0,24.87157,120.999122
08BEAC252B9A,2024-12-08,00:02:36,14.3,100.0,0.0,24.6249909,121.1483419
08BEAC252BA0,2024-12-08,00:02:44,18.3,100.0,0.0,24.6752335,121.0590723
08BEAC245F6A,2024-12-08,00:03:07,18.6,100.0,6.0,24.7457187,121.0847249
08BEAC245D6E,2024-12-08,00:03:29,19.0,100.0,2.0,24.6184001,121.8335688
08BEAC245F3C,2024-12-08,00:03:35,18.2,100.0,2.0,24.6398775,121.8336131
08BEAC252926,2024-12-08,00:03:38,18.1,100.0,3.0,24.7197913,121.7436012
08BEAC252936,2024-12-08,00:03:49,17.3,98.0,0.0,24.7051698,121.1833096
08BEAC245F4A,2024-12-08,00:04:31,18.3,100.0,3.0,24.5968,121.841078
08BEAC245D70,2024-12-08,00:05:12,18.8,100.0,1.0,24.6884825,121.7663503
08BEAC252CE2,2024-12-08,00:07:45,22.3,81.0,7.0,24.87157,120.999122
08BEAC252B9A,2024-12-08,00:07:53,14.2,100.0,0.0,24.6249909,121.1483419
08BEAC252BA0,2024-12-08,00:07:58,18.3,100.0,0.0,24.6752335,121.0590723
08BEAC245F6A,2024-12-08,00:08:23,19.5,100.0,5.0,24.7457187,121.0847249
08BEAC245D6E,2024-12-08,00:08:46,19.0,100.0,2.0,24.6184001,121.8335688
08BEAC245F3C,2024-12-08,00:08:52,18.1,100.0,2.0,24.6398775,121.8336131
08BEAC252926,2024-12-08,00:08:53,18.2,100.0,2.0,24.7197913,121.7436012
08BEAC252936,2024-12-08,00:09:05,17.3,99.0,0.0,24.7051698,121.1833096
08BEAC245F4A,2024-12-08,00:09:49,18.2,100.0,3.0,24.5968,121.841078
08BEAC245D70,2024-12-08,00:10:27,18.8,100.0,1.0,24.6884825,121.7663503
08BEAC252CE2,2024-12-08,00:12:59,22.3,80.0,7.0,24.87157,120.999122
08BEAC252B9A,2024-12-08,00:13:09,14.0,100.0,2.0,24.6249909,121.1483419
08BEAC252BA0,2024-12-08,00:13:13,18.5,100.0,0.0,24.6752335,121.0590723
08BEAC245F6A,2024-12-08,00:13:40,19.8,100.0,5.0,24.7457187,121.0847249
08BEAC245D6E,2024-12-08,00:14:02,19.1,100.0,2.0,24.6184001,121.8335688
08BEAC245F3C,2024-12-08,00:14:07,18.1,100.0,2.0,24.6398775,121.8336131
08BEAC252926,2024-12-08,00:14:07,18.2,100.0,1.0,24.7197913,121.7436012
08BEAC252936,2024-12-08,00:14:20,17.5,99.0,0.0,24.7051698,121.1833096
08BEAC245F4A,2024-12-08,00:15:03,18.2,100.0,3.0,24.5968,121.841078
08BEAC245D70,2024-12-08,00:15:43,18.7,100.0,1.0,24.6884825,121.7663503
08BEAC252CE2,2024-12-08,00:18:14,22.2,80.0,7.0,24.87157,120.999122
08BEAC252B9A,2024-12-08,00:18:24,14.0,100.0,3.0,24.6249909,121.1483419
08BEAC252BA0,2024-12-08,00:18:29,18.5,100.0,1.0,24.6752335,121.0590723
08BEAC245F6A,2024-12-08,00:18:55,20.2,100.0,4.0,24.7457187,121.0847249
08BEAC245D6E,2024-12-08,00:19:19,19.1,100.0,2.0,24.6184001,121.8335688
08BEAC245F3C,2024-12-08,00:19:22,18.1,100.0,2.0,24.6398775,121.8336131
08BEAC252926,2024-12-08,00:19:24,18.3,100.0,2.0,24.7197913,121.7436012
08BEAC252936,2024-12-08,00:19:34,17.5,98.0,0.0,24.7051698,121.1833096
08BEAC245F4A,2024-12-08,00:20:18,18.2,100.0,4.0,24.5968,121.841078
08BEAC245D70,2024-12-08,00:20:57,18.7,100.0,1.0,24.6884825,121.7663503
08BEAC252CE2,2024-12-08,00:23:28,22.2,80.0,7.0,24.87157,120.999122
08BEAC252B9A,2024-12-08,00:23:40,13.8,100.0,4.0,24.6249909,121.1483419
08BEAC252BA0,2024-12-08,00:23:44,18.5,100.0,1.0,24.6752335,121.0590723
08BEAC245D6E,2024-12-08,00:24:35,19.1,100.0,3.0,24.6184001,121.8335688
08BEAC245F3C,2024-12-08,00:24:37,18.0,100.0,3.0,24.6398775,121.8336131
08BEAC252926,2024-12-08,00:24:42,18.1,100.0,1.0,24.7197913,121.7436012
08BEAC252936,2024-12-08,00:24:48,17.5,97.0,0.0,24.7051698,121.1833096
08BEAC245F4A,2024-12-08,00:25:33,18.1,100.0,4.0,24.5968,121.841078
08BEAC245D70,2024-12-08,00:26:12,18.6,100.0,1.0,24.6884825,121.7663503
08BEAC252CE2,2024-12-08,00:28:42,22.3,80.0,8.0,24.87157,120.999122
08BEAC252B9A,2024-12-08,00:28:55,13.8,100.0,5.0,24.6249909,121.1483419
08BEAC252BA0,2024-12-08,00:28:59,18.6,100.0,0.0,24.6752335,121.0590723
08BEAC245F6A,2024-12-08,00:29:51,19.3,100.0,4.0,24.7457187,121.0847249
08BEAC245F3C,2024-12-08,00:29:53,18.1,100.0,4.0,24.6398775,121.8336131
08BEAC245D6E,2024-12-08,00:29:56,19.0,100.0,3.0,24.6184001,121.8335688
08BEAC252926,2024-12-08,00:29:58,18.1,100.0,2.0,24.7197913,121.7436012
08BEAC252936,2024-12-08,00:30:03,17.6,98.0,0.0,24.7051698,121.1833096
08BEAC245F4A,2024-12-08,00:30:47,18.2,100.0,4.0,24.5968,121.841078
08BEAC245D70,2024-12-08,00:31:28,18.6,100.0,1.0,24.6884825,121.7663503
08BEAC252CE2,2024-12-08,00:33:56,22.2,80.0,8.0,24.87157,120.999122
08BEAC252B9A,2024-12-08,00:34:11,13.8,100.0,6.0,24.6249909,121.1483419
08BEAC252BA0,2024-12-08,00:34:13,18.6,100.0,1.0,24.6752335,121.0590723
08BEAC245F6A,2024-12-08,00:35:05,18.8,100.0,4.0,24.7457187,121.0847249
08BEAC245F3C,2024-12-08,00:35:08,18.0,100.0,3.0,24.6398775,121.8336131
08BEAC245D6E,2024-12-08,00:35:13,18.8,100.0,3.0,24.6184001,121.8335688
08BEAC252926,2024-12-08,00:35:16,18.1,100.0,3.0,24.7197913,121.7436012
08BEAC252936,2024-12-08,00:35:20,17.6,97.0,0.0,24.7051698,121.1833096
08BEAC245F4A,2024-12-08,00:36:02,18.1,100.0,4.0,24.5968,121.841078
08BEAC245D70,2024-12-08,00:36:44,18.6,100.0,1.0,24.6884825,121.7663503
08BEAC252CE2,2024-12-08,00:39:11,22.2,79.0,8.0,24.87157,120.999122
